image_index,label,pt0_x,pt0_y,pt0_z,pt1_x,pt1_y,pt1_z,pt2_x,pt2_y,pt2_z,pt3_x,pt3_y,pt3_z,pt4_x,pt4_y,pt4_z,pt5_x,pt5_y,pt5_z,pt6_x,pt6_y,pt6_z,pt7_x,pt7_y,pt7_z,pt8_x,pt8_y,pt8_z,pt9_x,pt9_y,pt9_z,pt10_x,pt10_y,pt10_z,pt11_x,pt11_y,pt11_z,pt12_x,pt12_y,pt12_z,pt13_x,pt13_y,pt13_z,pt14_x,pt14_y,pt14_z,pt15_x,pt15_y,pt15_z,pt16_x,pt16_y,pt16_z,pt17_x,pt17_y,pt17_z,pt18_x,pt18_y,pt18_z,pt19_x,pt19_y,pt19_z,pt20_x,pt20_y,pt20_z
135,1,0.0,0.0,0.0,-0.0031592845916748047,-0.061373770236968994,-0.02951295745384641,0.023308992385864258,-0.13912749290466309,-0.03842415918421693,0.06512367725372314,-0.1813756823539734,-0.04510463659477182,0.09952390193939209,-0.1626235842704773,-0.045235047832250075,0.08018076419830322,-0.14801537990570068,0.0004555812460580455,0.10945045948028564,-0.147327721118927,-0.025751518800973372,0.07343143224716187,-0.11537289619445801,-0.03595882539462991,0.0642693042755127,-0.11917096376419067,-0.040365799114226775,0.09845340251922607,-0.10490000247955322,0.00274761019448988,0.12938058376312256,-0.1084519624710083,-0.027034613087892012,0.0812685489654541,-0.07509994506835938,-0.029922884672998862,0.07633912563323975,-0.08758372068405151,-0.02375373688352056,0.10966372489929199,-0.06055879592895508,-0.002235665934279041,0.13696271181106567,-0.05823785066604614,-0.03384826590132661,0.09201961755752563,-0.03445917367935181,-0.0239411078096623,0.08560693264007568,-0.048867225646972656,-0.00896283310663648,0.11526137590408325,-0.014870405197143555,-0.010074807115017848,0.13557296991348267,-0.013708949089050293,-0.02697159793984838,0.10284799337387085,0.0009169578552246094,-0.018140566319345908,0.0929749608039856,-0.008299112319946289,-0.007079993624358849
136,1,0.0,0.0,0.0,-0.013681769371032715,-0.05872189998626709,-0.037244988525031886,0.004341185092926025,-0.14298909902572632,-0.046786168509839854,0.04206603765487671,-0.19397896528244019,-0.051203342074273905,0.07735055685043335,-0.1822441816329956,-0.04779204159390815,0.06196630001068115,-0.17293471097946167,-0.009788397619246325,0.09361332654953003,-0.1723843812942505,-0.03497757568371185,0.06126052141189575,-0.12784409523010254,-0.041463466280816874,0.05031728744506836,-0.1298767328262329,-0.04378330140721687,0.09106636047363281,-0.13443851470947266,-0.003123618349178514,0.12203603982925415,-0.13748681545257568,-0.03547858625066169,0.07641065120697021,-0.08745479583740234,-0.03788844674241432,0.06764841079711914,-0.09830981492996216,-0.030778007501481852,0.11158347129821777,-0.09316563606262207,-0.003737416038035235,0.13652384281158447,-0.08718252182006836,-0.03831989496362098,0.09271484613418579,-0.04987269639968872,-0.029299952009438357,0.08246833086013794,-0.06468319892883301,-0.014402616688727221,0.12536543607711792,-0.049245238304138184,-0.007657416084526858,0.1423337459564209,-0.041124165058135986,-0.028168525466440997,0.11003023386001587,-0.017307579517364502,-0.022109074437736354,0.09800904989242554,-0.029140889644622803,-0.012481517078100524
137,1,0.0,0.0,0.0,-0.020074307918548584,-0.052120983600616455,-0.04965729178408651,-0.020996034145355225,-0.12852251529693604,-0.06950166733483343,0.005144178867340088,-0.184253990650177,-0.08192618103245763,0.043230652809143066,-0.18420666456222534,-0.08575118990162878,0.04733932018280029,-0.19302046298980713,-0.029514997317590996,0.06619012355804443,-0.17838865518569946,-0.05704973177532224,0.03973895311355591,-0.13094228506088257,-0.062499149753847405,0.029862165451049805,-0.13674908876419067,-0.06491961987237005,0.08729702234268188,-0.16742348670959473,-0.018519076570072457,0.10066980123519897,-0.14738130569458008,-0.054763692482509896,0.05840176343917847,-0.09108662605285645,-0.057780551775493905,0.05234628915786743,-0.10666972398757935,-0.051731820269623086,0.11547058820724487,-0.1289234161376953,-0.014763873121836468,0.12478423118591309,-0.09496468305587769,-0.05397307784775762,0.08353519439697266,-0.053591370582580566,-0.04637249471167593,0.07529640197753906,-0.07259494066238403,-0.03263493166784315,0.13522320985794067,-0.08382892608642578,-0.015380285731652066,0.138496994972229,-0.04735136032104492,-0.04137153462986021,0.10660690069198608,-0.02273494005203247,-0.039551599933901116,0.09573429822921753,-0.04165881872177124,-0.03237538324216871
138,1,0.0,0.0,0.0,-0.02489691972732544,-0.054428935050964355,-0.04248908448550992,-0.039376646280288696,-0.13054108619689941,-0.0635743505093842,-0.03262972831726074,-0.1873023509979248,-0.07945040527317815,-0.00028783082962036133,-0.1916462779045105,-0.0864276653859406,0.029644906520843506,-0.21575886011123657,-0.02534062515530877,0.02454310655593872,-0.2100418210029602,-0.057802575710752535,0.006998717784881592,-0.15213078260421753,-0.07056770387623601,0.002460658550262451,-0.14685815572738647,-0.07782938245270543,0.07314294576644897,-0.1986067295074463,-0.020425186562874842,0.05999046564102173,-0.17070090770721436,-0.05749140966270261,0.03220927715301514,-0.10970562696456909,-0.06526280853483968,0.03261220455169678,-0.12172931432723999,-0.06443203154537969,0.10398304462432861,-0.1607535481452942,-0.022510225954988528,0.0892171859741211,-0.12042969465255737,-0.05978035095665746,0.05834484100341797,-0.07571351528167725,-0.05422393519017987,0.05513852834701538,-0.09472894668579102,-0.044220387074688006,0.1258135437965393,-0.11447137594223022,-0.029192133877018023,0.11202532052993774,-0.06952393054962158,-0.054418082419374514,0.08566218614578247,-0.04424768686294556,-0.054325531307199526,0.07886999845504761,-0.06423574686050415,-0.04933737132284932
139,1,0.0,0.0,0.0,-0.050795942544937134,-0.04250144958496094,-0.03633503977303576,-0.08978843688964844,-0.11914628744125366,-0.05329346273188662,-0.10755151510238647,-0.17663127183914185,-0.06598925951962542,-0.08090966939926147,-0.18122035264968872,-0.07150543842558932,-0.03366363048553467,-0.2307104468345642,-0.02019906405453753,-0.059737831354141235,-0.20191693305969238,-0.047172911354351754,-0.06174468994140625,-0.14703112840652466,-0.05950427789335322,-0.05443355441093445,-0.14609640836715698,-0.06748292956595492,0.009781718254089355,-0.2262423038482666,-0.017083784454513307,-0.02226397395133972,-0.17360448837280273,-0.046166773774672265,-0.029920339584350586,-0.1180601716041565,-0.05143569398765635,-0.021477699279785156,-0.1274135708808899,-0.05037753272895884,0.045698851346969604,-0.1935340166091919,-0.02019005630259585,0.015196442604064941,-0.13664942979812622,-0.04766500357632708,0.0011981725692749023,-0.09104812145233154,-0.04084951792006564,0.006783604621887207,-0.10600161552429199,-0.03194053460006785,0.0743635892868042,-0.15012866258621216,-0.02780014079158377,0.04704880714416504,-0.09617882966995239,-0.043948218115616555,0.033147960901260376,-0.06648743152618408,-0.04233610246424746,0.03532224893569946,-0.07925283908843994,-0.03801091376786303
140,1,0.0,0.0,0.0,-0.06460162997245789,-0.03009772300720215,-0.024913665606135282,-0.1117544174194336,-0.0981258749961853,-0.035563667072409544,-0.13875612616539001,-0.14912086725234985,-0.04393548960840121,-0.13216784596443176,-0.17604976892471313,-0.046103414847010527,-0.07181443274021149,-0.22569072246551514,-0.003523055231624994,-0.11461946368217468,-0.1934351921081543,-0.028397247894162092,-0.10322245955467224,-0.13809806108474731,-0.04314313153778926,-0.08691957592964172,-0.13681036233901978,-0.05231834272896663,-0.03529542684555054,-0.22756189107894897,-0.004987753695303354,-0.08293536305427551,-0.1772637963294983,-0.029212328372949514,-0.07620105147361755,-0.11686491966247559,-0.032951191766613874,-0.06053048372268677,-0.12391269207000732,-0.030581307365054045,-0.0004960298538208008,-0.2022513747215271,-0.012373502133840475,-0.04493832588195801,-0.14632856845855713,-0.03634636173998729,-0.04583713412284851,-0.09127074480056763,-0.026494486956352148,-0.03201445937156677,-0.10251367092132568,-0.015183165437036905,0.02920207381248474,-0.16500067710876465,-0.023559571011418257,-0.009691596031188965,-0.10795897245407104,-0.03809397737538234,-0.012408643960952759,-0.06822246313095093,-0.0328479565218629,0.0010278820991516113,-0.07717365026473999,-0.024885860039347563
141,1,0.0,0.0,0.0,-0.05115719139575958,-0.033354759216308594,-0.019979954317420834,-0.10005487501621246,-0.10661756992340088,-0.02870035971722018,-0.12247703969478607,-0.17304086685180664,-0.039045787036627644,-0.09794679284095764,-0.2093871533870697,-0.04353808107993018,-0.055876001715660095,-0.19145071506500244,0.0068980179799496,-0.0829990804195404,-0.22310352325439453,-0.02443976941725623,-0.08154721558094025,-0.16698938608169556,-0.03526563811323058,-0.07233180105686188,-0.14545470476150513,-0.03731284159442794,-0.022075876593589783,-0.19566220045089722,0.003552781332075483,-0.0532098263502121,-0.23308467864990234,-0.03029199744781863,-0.051442474126815796,-0.15094918012619019,-0.02876866105219733,-0.035532206296920776,-0.13907665014266968,-0.016043399080842846,0.01432730257511139,-0.1881422996520996,-0.007378834851294869,-0.015334829688072205,-0.21921175718307495,-0.04278189185282599,-0.01627323031425476,-0.139271080493927,-0.0264285715224446,-0.000990167260169983,-0.12803864479064941,-0.003701616397336238,0.05212670564651489,-0.17042240500450134,-0.020708684429735058,0.025393962860107422,-0.19365760684013367,-0.03972541037222754,0.017264336347579956,-0.14117977023124695,-0.02818989063820254,0.027528345584869385,-0.12966978549957275,-0.012815719090610855
142,1,0.0,0.0,0.0,-0.053790926933288574,-0.027318239212036133,-0.027106344620506206,-0.1078166514635086,-0.1035420298576355,-0.03703154056779567,-0.13199427723884583,-0.1788102388381958,-0.04678150444738094,-0.09863826632499695,-0.21262380480766296,-0.04989218890182201,-0.06743946671485901,-0.18548843264579773,0.0035431700155186263,-0.08817386627197266,-0.22315114736557007,-0.024522157306591907,-0.08294875919818878,-0.1568286418914795,-0.03328977703563396,-0.07250703871250153,-0.14717108011245728,-0.0362772586893243,-0.02961832284927368,-0.19269245862960815,0.0033575048066722957,-0.05184510350227356,-0.2343306839466095,-0.030211372221629063,-0.05070292949676514,-0.15097549557685852,-0.028464570562164226,-0.037325114011764526,-0.1437574326992035,-0.016140246684472004,0.0070047080516815186,-0.18470296263694763,-0.004731020345161596,-0.012867540121078491,-0.2186048924922943,-0.04044651045910541,-0.015718728303909302,-0.13954031467437744,-0.024503951812903324,-0.0036926865577697754,-0.13330090045928955,-0.0020858993891579303,0.04539555311203003,-0.16839277744293213,-0.01564376607052509,0.02430698275566101,-0.19423413276672363,-0.033170459712664524,0.016034632921218872,-0.14087870717048645,-0.020950378770749012,0.02329126000404358,-0.12939277291297913,-0.005709331403295437
143,1,0.0,0.0,0.0,-0.033540159463882446,-0.05971458554267883,-0.032062941597672534,-0.04226455092430115,-0.1644802689552307,-0.04028859864351375,-0.01879599690437317,-0.24339094758033752,-0.04695223401662929,0.023685991764068604,-0.23525822162628174,-0.046371878491612506,0.017070263624191284,-0.20684033632278442,0.001331734220599401,0.03585293889045715,-0.2389642596244812,-0.027903122262927127,0.009050339460372925,-0.18079763650894165,-0.03748105223652942,0.005465596914291382,-0.17609816789627075,-0.04130517821189983,0.052037447690963745,-0.17622873187065125,0.0030225514025516986,0.07158616185188293,-0.21099349856376648,-0.03107432964620216,0.032010793685913086,-0.143051415681839,-0.03138891737339122,0.03156411647796631,-0.14535892009735107,-0.021363067807527614,0.0795581042766571,-0.1375322937965393,-0.0038081029373131514,0.10116329789161682,-0.1622888743877411,-0.0412001287507735,0.05966112017631531,-0.10460770130157471,-0.02817878815707786,0.055824458599090576,-0.10623815655708313,-0.008522498788209987,0.10344412922859192,-0.09277331829071045,-0.013893323385985923,0.11620214581489563,-0.10671520233154297,-0.03444140161749942,0.08467069268226624,-0.07218325138092041,-0.02511717322644813,0.07638287544250488,-0.07149803638458252,-0.012204310292275977
144,1,0.0,0.0,0.0,-0.037509411573410034,-0.04887652397155762,-0.03636144864893254,-0.05839461088180542,-0.15626752376556396,-0.0445702897343665,-0.04797309637069702,-0.24159064888954163,-0.049887545588973126,-0.006823539733886719,-0.24981948733329773,-0.0473209807608157,-0.010297805070877075,-0.21562263369560242,0.0021324328187972696,0.0082339346408844,-0.24377375841140747,-0.026047403174999317,-0.008836299180984497,-0.18178927898406982,-0.03394837695694264,-0.013496696949005127,-0.18332481384277344,-0.03705652076340016,0.028263866901397705,-0.19455650448799133,0.00624185363241736,0.048132479190826416,-0.22976568341255188,-0.028109869170549473,0.019429504871368408,-0.14938345551490784,-0.027270794096949658,0.016880124807357788,-0.1593051552772522,-0.016291300017002186,0.06147587299346924,-0.1648937463760376,0.0011279278475910814,0.08287149667739868,-0.1867464780807495,-0.036319066021206936,0.05068051815032959,-0.11964941024780273,-0.022806532863143048,0.0442965030670166,-0.12856397032737732,-0.003368819081771335,0.09284979104995728,-0.12930169701576233,-0.007765106107655129,0.10659533739089966,-0.1420482099056244,-0.028227191600564083,0.08164596557617188,-0.09720814228057861,-0.019350115391972622,0.07262188196182251,-0.09779822826385498,-0.007353215660515389
145,1,0.0,0.0,0.0,-0.0509037971496582,-0.03678068518638611,-0.036802808613600746,-0.09479153156280518,-0.13746076822280884,-0.04315307629209997,-0.09819680452346802,-0.22749754786491394,-0.046387995452704445,-0.05826622247695923,-0.24803492426872253,-0.04148918283087255,-0.05736899375915527,-0.20701119303703308,0.00197789482857047,-0.04551422595977783,-0.24850459396839142,-0.025235614598813072,-0.04851675033569336,-0.17832979559898376,-0.03158364710313322,-0.055429279804229736,-0.1787000596523285,-0.033530137361111656,-0.01592278480529785,-0.20226022601127625,0.007259533415464148,-0.001626729965209961,-0.25161951780319214,-0.027071309135379806,-0.012072861194610596,-0.1587502360343933,-0.02564602983099462,-0.018720567226409912,-0.16578373312950134,-0.013991639808835998,0.02343761920928955,-0.18535923957824707,0.00335940849120675,0.04239875078201294,-0.22218391299247742,-0.0353836033950472,0.026929378509521484,-0.13915365934371948,-0.022366246999325767,0.016979575157165527,-0.14304164052009583,-0.002383623830127135,0.06323152780532837,-0.16376644372940063,-0.004013065108182445,0.0783776044845581,-0.18990758061408997,-0.025210256547751442,0.06343698501586914,-0.1346549093723297,-0.01636513029140474,0.05153918266296387,-0.13040691614151,-0.004137006447734848
146,1,0.0,0.0,0.0,-0.060732871294021606,-0.02524244785308838,-0.03363735793485034,-0.11541748046875,-0.10699304938316345,-0.04256117163552631,-0.1343044638633728,-0.19264066219329834,-0.049297759368556626,-0.10265499353408813,-0.23337244987487793,-0.048129281088250764,-0.07915991544723511,-0.19799458980560303,0.0018844720316053554,-0.08867630362510681,-0.23459962010383606,-0.028048982902902253,-0.08286044001579285,-0.1654319167137146,-0.03741333825840343,-0.07772013545036316,-0.1632215976715088,-0.04098848818196643,-0.03557002544403076,-0.20390045642852783,0.0036472197961927577,-0.04561549425125122,-0.2512568533420563,-0.03254282294167865,-0.047647953033447266,-0.1582179069519043,-0.03158663032903064,-0.04094064235687256,-0.15947964787483215,-0.019647125213879235,0.0069661736488342285,-0.1939053237438202,-0.003502468172001727,0.002386033535003662,-0.23365062475204468,-0.043197127118247636,-0.0059480369091033936,-0.14641600847244263,-0.02696539653791774,-0.0019219517707824707,-0.1437925100326538,-0.00383407651773382,0.05206489562988281,-0.17526572942733765,-0.01405923726363767,0.04475802183151245,-0.2047065794467926,-0.03529887838615764,0.032036423683166504,-0.14605510234832764,-0.022993216350215562,0.031590819358825684,-0.13712862133979797,-0.00704316055728782
147,1,0.0,0.0,0.0,-0.06489226222038269,-0.031131774187088013,-0.023879016359387606,-0.12302365899085999,-0.10755282640457153,-0.032195641269026964,-0.15009517967700958,-0.18169409036636353,-0.04149377958947298,-0.1262568086385727,-0.22694332897663116,-0.043480678071318835,-0.07561719417572021,-0.2079974114894867,0.010788157972456247,-0.10543766617774963,-0.23945173621177673,-0.02055120708519098,-0.09846153855323792,-0.16562512516975403,-0.03354053067141649,-0.08560329675674438,-0.1524609923362732,-0.03855984898382303,-0.03706267476081848,-0.21423311531543732,0.00892292188382271,-0.06952241063117981,-0.250109538435936,-0.026304513757168024,-0.06606161594390869,-0.15739557147026062,-0.025895545800267428,-0.04841041564941406,-0.15001222491264343,-0.01453426813804981,0.0026676952838897705,-0.20572510361671448,-0.001435270841284364,-0.026320040225982666,-0.2391260266304016,-0.03699369596415636,-0.02816268801689148,-0.15001791715621948,-0.018468741868673533,-0.010853350162506104,-0.14281561970710754,0.0054720625457775895,0.04460594058036804,-0.18709984421730042,-0.014816404861448973,0.018883347511291504,-0.21167394518852234,-0.03205368908220407,0.008967310190200806,-0.15289083123207092,-0.018277036567269533,0.020070523023605347,-0.14281412959098816,-0.0016024916722017224
148,1,0.0,0.0,0.0,-0.057954028248786926,-0.031774312257766724,-0.015157655693940342,-0.10664057731628418,-0.1063513457775116,-0.021805685825995624,-0.13109555840492249,-0.1702696979045868,-0.03130673698370856,-0.11817678809165955,-0.21501018106937408,-0.03501023805921477,-0.0595882385969162,-0.21106687188148499,0.013700888611026585,-0.09633246064186096,-0.23451338708400726,-0.016916717283777416,-0.09142790734767914,-0.16307580471038818,-0.03028003766422671,-0.07492126524448395,-0.1414208710193634,-0.03513582504575652,-0.024190813302993774,-0.21612370014190674,0.007831951722153008,-0.06729629635810852,-0.24240894615650177,-0.024231134795002163,-0.0658324807882309,-0.15273451805114746,-0.023389781706384838,-0.04446995258331299,-0.1403663456439972,-0.012793510102085293,0.012876033782958984,-0.20813816785812378,-0.005436329517863214,-0.030080214142799377,-0.2295081913471222,-0.039316573061398685,-0.03071896731853485,-0.14220881462097168,-0.02214647724514407,-0.009042054414749146,-0.13124752044677734,-1.953186739456214e-05,0.050833433866500854,-0.18786558508872986,-0.020874169536284626,0.010314196348190308,-0.20276817679405212,-0.03945863328164023,0.004373639822006226,-0.14451491832733154,-0.026989973031334102,0.021736472845077515,-0.1311318576335907,-0.011083317801706016
149,1,0.0,0.0,0.0,-0.05668941140174866,-0.03890395164489746,-0.02059722277255105,-0.09866407513618469,-0.11232894659042358,-0.029914764267516603,-0.12076435983181,-0.1680690050125122,-0.039505876180840005,-0.10908502340316772,-0.2015615701675415,-0.04254233795137452,-0.04554799199104309,-0.22519034147262573,0.004680352705406676,-0.0899614691734314,-0.22045961022377014,-0.025509327230167855,-0.08184894919395447,-0.15079712867736816,-0.041214592334938516,-0.06508016586303711,-0.14071765542030334,-0.04923308226199197,-0.010406404733657837,-0.22574138641357422,0.001118164929437171,-0.06021369993686676,-0.21669888496398926,-0.030099032026839723,-0.05626998841762543,-0.1356009840965271,-0.031142465350342263,-0.036961182951927185,-0.13218897581100464,-0.024030049842906465,0.024498552083969116,-0.20744991302490234,-0.009452224289191236,-0.023614749312400818,-0.19656908512115479,-0.04124988946051644,-0.024775579571723938,-0.11971032619476318,-0.026003492576194276,-0.004480719566345215,-0.11763030290603638,-0.007478908215773572,0.057017624378204346,-0.17587348818778992,-0.02307793269784497,0.015375405550003052,-0.16505688428878784,-0.04105845796794938,0.007780224084854126,-0.11310762166976929,-0.0312579083714013,0.023842036724090576,-0.10874539613723755,-0.0183447315815215
150,1,0.0,0.0,0.0,-0.05846162140369415,-0.03243321180343628,-0.022852481108373013,-0.10477766394615173,-0.0967097282409668,-0.03432576800531706,-0.1323329508304596,-0.1455637812614441,-0.044947688233321514,-0.12007594108581543,-0.1788042187690735,-0.04911950300282797,-0.06419306993484497,-0.22007209062576294,-0.0003177965392637816,-0.10063567757606506,-0.19624674320220947,-0.02949580247349104,-0.09051555395126343,-0.13429510593414307,-0.046043851178353634,-0.07601642608642578,-0.12417799234390259,-0.05485227028674444,-0.029251515865325928,-0.22711598873138428,-0.002868277019103971,-0.07246020436286926,-0.19227737188339233,-0.032291297566359844,-0.06593546271324158,-0.11743491888046265,-0.03587393159813246,-0.05073447525501251,-0.11525732278823853,-0.031134987946813908,0.006888300180435181,-0.21046319603919983,-0.011844793100124207,-0.03451317548751831,-0.16945618391036987,-0.040393572997516,-0.03334704041481018,-0.10145586729049683,-0.028759908627932873,-0.01809445023536682,-0.1026872992515564,-0.013810178030496445,0.039713144302368164,-0.1795099377632141,-0.024302058618729916,0.0034967809915542603,-0.13990890979766846,-0.03968826006001791,-0.00045880675315856934,-0.09458625316619873,-0.03228724445051512,0.012614190578460693,-0.09562093019485474,-0.021774546008771267
151,1,0.0,0.0,0.0,-0.038758814334869385,-0.043631911277770996,-0.03784052816089911,-0.0595095157623291,-0.14129117131233215,-0.04888366323766036,-0.040359556674957275,-0.22209319472312927,-0.056869631380408237,0.006515026092529297,-0.23409488797187805,-0.05719119098839087,-0.017382800579071045,-0.21217796206474304,-0.0006553287767872007,0.009094595909118652,-0.24124503135681152,-0.03305708777961058,-0.00545889139175415,-0.17714127898216248,-0.04396041271147055,-0.01599043607711792,-0.1746460199356079,-0.04774598565754218,0.020570456981658936,-0.19793838262557983,0.0032611966798015146,0.05003035068511963,-0.22970882058143616,-0.035424692303507754,0.025226354598999023,-0.14886817336082458,-0.038170134395926425,0.012086272239685059,-0.15788859128952026,-0.02880134967026038,0.05312556028366089,-0.17510521411895752,-0.0022062128210507126,0.0830925703048706,-0.1932470202445984,-0.04329857391175551,0.05525636672973633,-0.1244516372680664,-0.0341159568434648,0.03947019577026367,-0.13617932796478271,-0.016724046066968867,0.0828593373298645,-0.14378622174263,-0.011288930409222075,0.10441380739212036,-0.154812753200531,-0.03415122789201064,0.0846441388130188,-0.10538935661315918,-0.026946661741106936,0.06970775127410889,-0.10709699988365173,-0.015495089561312625
152,1,0.0,0.0,0.0,-0.03296130895614624,-0.05444234609603882,-0.03614116893055552,-0.04247564077377319,-0.1523769199848175,-0.04481017277481669,-0.01907140016555786,-0.22368580102920532,-0.04999161944630259,0.02420908212661743,-0.22604981064796448,-0.04750432879569644,0.007252037525177002,-0.20863327383995056,-0.001492487405414522,0.03317207098007202,-0.22509843111038208,-0.029358294465566814,0.013065218925476074,-0.1670408546924591,-0.037571129062200725,0.004343867301940918,-0.1715690791606903,-0.040856321015382946,0.04546856880187988,-0.18343687057495117,0.00301670408902055,0.07033270597457886,-0.20599767565727234,-0.031212499969626606,0.03742218017578125,-0.13236838579177856,-0.03279182002785319,0.029475688934326172,-0.14656966924667358,-0.02406270489933604,0.07762497663497925,-0.1514778733253479,-0.0010585191417362694,0.10193359851837158,-0.16081193089485168,-0.03903850228431338,0.06606650352478027,-0.09968185424804688,-0.029430451476002872,0.054016709327697754,-0.11454081535339355,-0.01287445113899821,0.1053730845451355,-0.11363953351974487,-0.008508364343072117,0.12203019857406616,-0.11647951602935791,-0.030307151981617153,0.09538626670837402,-0.07555872201919556,-0.023718577482725323,0.08197540044784546,-0.08197647333145142,-0.013279159226442516
153,1,0.0,0.0,0.0,-0.026676595211029053,-0.05457431077957153,-0.0390946721787202,-0.02910250425338745,-0.1448569893836975,-0.05182242450663921,-0.005249440670013428,-0.21343332529067993,-0.06018430424282428,0.033480048179626465,-0.22029834985733032,-0.06104783025929805,0.025286555290222168,-0.20055526494979858,-0.00851645377824184,0.052628397941589355,-0.21064329147338867,-0.036570791726802554,0.031067848205566406,-0.15820592641830444,-0.04549168852517482,0.019905567169189453,-0.15831631422042847,-0.049131971424316134,0.06139945983886719,-0.17309564352035522,-0.002372664505486455,0.08612453937530518,-0.18512189388275146,-0.03631464076588031,0.05218631029129028,-0.12134701013565063,-0.04010089171478626,0.04336589574813843,-0.1333242654800415,-0.0337897023315179,0.09063470363616943,-0.1387133002281189,-0.004157800799106326,0.11239367723464966,-0.13856124877929688,-0.04142711368749019,0.0764082670211792,-0.08742094039916992,-0.03367504534671184,0.064422607421875,-0.10247421264648438,-0.01918907520720836,0.11384594440460205,-0.09892356395721436,-0.009353331861888137,0.12866252660751343,-0.0952601432800293,-0.03146647719094631,0.1008952260017395,-0.06141120195388794,-0.025968915423248973,0.08757829666137695,-0.07083988189697266,-0.01641566177258369
154,1,0.0,0.0,0.0,-0.09422963857650757,-0.08003854751586914,-0.07370272583119686,-0.19591188430786133,-0.2749781906604767,-0.09901576793544109,-0.24404144287109375,-0.4400550127029419,-0.12077150798194225,-0.16353830695152283,-0.495510995388031,-0.12508247351996715,-0.12471461296081543,-0.46042293310165405,0.0022165118551242813,-0.1361272931098938,-0.5116202682256699,-0.05913327193610485,-0.13523730635643005,-0.3593871295452118,-0.07887571609370525,-0.12480899691581726,-0.36224329471588135,-0.09021800315730388,-0.02764001488685608,-0.4619686007499695,0.007780447352899955,-0.041744500398635864,-0.5247319489717484,-0.07115317440383251,-0.05928650498390198,-0.33017081022262573,-0.07163482463710125,-0.045070767402648926,-0.33594414591789246,-0.04998194730632122,0.06018662452697754,-0.4215601086616516,-0.005358513228372885,0.06138598918914795,-0.4640573263168335,-0.08008504218213375,0.026413023471832275,-0.2901386022567749,-0.04672094366304691,0.028373360633850098,-0.29250451922416687,-0.004134044766203715,0.1435139775276184,-0.3677672743797302,-0.02730011499278362,0.14314764738082886,-0.37426838278770447,-0.06266175514809902,0.10476535558700562,-0.26795846223831177,-0.04435167020909603,0.09318935871124268,-0.2695022523403168,-0.021294079039023472
155,1,0.0,0.0,0.0,-0.09506678581237793,-0.08874887228012085,-0.07962193850937638,-0.16652441024780273,-0.3002205491065979,-0.09627458964052948,-0.16279208660125732,-0.48183590173721313,-0.10519835863772187,-0.06670629978179932,-0.5231741964817047,-0.09544287387791428,-0.08569347858428955,-0.44738374650478363,-0.005530023933829398,-0.050641536712646484,-0.5217210650444031,-0.0694406232661322,-0.0656161904335022,-0.3790307939052582,-0.08609439943495545,-0.07664364576339722,-0.38665926456451416,-0.09186759356919083,0.00499117374420166,-0.42158399522304535,0.005380174158631235,0.04690831899642944,-0.5161296129226685,-0.07453429464760575,0.009212493896484375,-0.322692334651947,-0.07433526728812012,-0.001936197280883789,-0.3464377522468567,-0.05048560862007889,0.08481907844543457,-0.373629093170166,-0.0027599001633689113,0.13466006517410278,-0.43258073925971985,-0.0910449153608397,0.0814589262008667,-0.2680286169052124,-0.06609615449372086,0.06286203861236572,-0.2888163626194,-0.024433843312294812,0.16197597980499268,-0.3152960538864136,-0.01796165433290753,0.19789081811904907,-0.3455807566642761,-0.06559938703242096,0.15515738725662231,-0.2417307198047638,-0.04904857416215691,0.1332930326461792,-0.2477879524230957,-0.024002979961665005
156,1,0.0,0.0,0.0,-0.08755183219909668,-0.09391999244689941,-0.08043320456954461,-0.15539133548736572,-0.31404557824134827,-0.09863512197944146,-0.1468040943145752,-0.49802304804325104,-0.11051107177945596,-0.05254155397415161,-0.5281499773263931,-0.10425201038333398,-0.06780874729156494,-0.45964039862155914,0.008260798841092765,-0.02919459342956543,-0.5258298814296722,-0.05671117434712869,-0.05931985378265381,-0.38356514275074005,-0.07516776750298959,-0.0710676908493042,-0.3924597501754761,-0.08118102679463846,0.020258963108062744,-0.4264267385005951,0.01771979426530379,0.06465017795562744,-0.5128664672374725,-0.06245008463474733,0.009708106517791748,-0.3267967998981476,-0.062481961943831266,-0.001981377601623535,-0.3538946807384491,-0.03712644407960397,0.09684288501739502,-0.3723258823156357,0.00603673347768563,0.14874571561813354,-0.43119947612285614,-0.07985929379674417,0.08571112155914307,-0.27229490876197815,-0.05479393879386407,0.06782090663909912,-0.2949284017086029,-0.012621112898614228,0.17175030708312988,-0.30601516366004944,-0.013585886717464746,0.20657360553741455,-0.3434935212135315,-0.05830090100380403,0.15894055366516113,-0.24173298478126526,-0.04145604724499208,0.13829755783081055,-0.24304157495498657,-0.016101076998438657
